transaction_id,amount,hour,day_of_week,merchant_category,distance_from_home,days_since_last_txn,transaction_frequency,card_age_years,device_risk_score,txn_count_24h,txn_count_7d,is_fraud
TXN_00000296,2.21,8,5,Online,20.57,8.79,0.01,1.1,24.12,1,15,0
TXN_00000297,6.55,2,2,Gas,189.7,8.25,13.37,2.31,84.0,5,27,0
TXN_00000298,10.9,11,2,Online,7.48,2.9,6.59,0.72,11.56,2,21,0
TXN_00000299,2.59,13,2,Online,29.48,4.49,12.07,0.65,44.72,4,19,0
TXN_00000300,10.37,0,0,Grocery,9.87,2.49,29.52,0.46,76.35,2,24,0
TXN_00000301,19.98,2,1,Grocery,139.08,12.48,21.85,2.95,80.83,1,17,0
TXN_00000302,53.8,9,5,Gas,7.09,1.1,2.71,1.07,64.28,4,20,0
TXN_00000303,19.22,3,6,Gas,11.12,2.66,0.75,2.57,85.37,2,16,0
TXN_00000304,3.41,0,2,Gas,130.22,0.88,33.76,0.69,74.16,4,18,0
TXN_00000305,11.54,3,0,Online,45.49,10.64,0.51,0.89,46.5,4,31,0
TXN_00000306,14.46,2,4,Online,83.51,2.09,5.69,5.66,36.33,7,19,0
TXN_00000307,33.77,6,6,Restaurant,10.32,6.92,7.89,0.68,29.19,6,20,0
TXN_00000308,8.04,0,1,Grocery,11.53,0.0,0.4,11.35,24.24,3,23,0
TXN_00000309,1.76,7,1,Entertainment,42.61,2.09,10.45,0.21,89.74,1,25,0
TXN_00000310,7.43,7,1,Travel,4.61,7.5,18.81,0.6,43.03,3,15,0
TXN_00000311,36.46,20,4,Online,131.97,6.71,3.66,0.92,69.62,1,20,0
TXN_00000312,240.32,2,5,Restaurant,9.09,2.39,9.6,10.5,72.76,5,21,0
TXN_00000313,54.77,10,2,Online,83.87,1.49,14.89,1.46,50.67,4,27,0
TXN_00000314,7.43,5,0,Travel,2.09,0.25,9.77,0.2,32.46,2,17,0
TXN_00000315,32.25,17,1,Grocery,90.85,1.37,2.17,2.11,76.87,1,14,0
TXN_00000316,50.05,7,5,Grocery,27.38,0.2,5.96,2.59,57.09,2,18,0
TXN_00000317,9.44,10,1,Restaurant,36.35,1.67,7.28,5.66,68.52,2,15,0
TXN_00000318,15.18,20,4,Grocery,3.3,1.91,2.49,2.17,10.24,6,19,0
TXN_00000319,2.66,15,2,Online,80.98,0.88,7.71,0.64,71.92,3,22,0
TXN_00000320,10.02,14,5,Grocery,47.94,0.21,3.95,1.9,14.8,2,16,0
TXN_00000321,85.1,7,5,Grocery,1.75,2.95,16.96,6.49,8.67,4,29,0
TXN_00000322,4.08,10,2,Online,72.48,13.25,2.29,4.8,73.85,1,17,0
TXN_00000323,2.82,17,6,Gas,25.97,1.37,9.91,3.07,85.05,4,20,0
TXN_00000324,4.9,9,6,Gas,54.49,0.63,30.78,6.02,57.72,1,18,0
TXN_00000325,3.8,16,4,Restaurant,14.81,13.59,1.4,4.79,50.79,4,18,0
TXN_00000326,9.32,3,4,Online,58.42,9.96,57.47,1.67,11.12,0,16,0
TXN_00000327,1.3,14,3,Gas,25.68,3.49,18.29,3.16,61.51,4,18,0
TXN_00000328,7.66,9,4,Gas,14.7,2.17,12.23,2.21,12.46,3,10,0
TXN_00000329,10.2,19,4,Gas,1.37,7.65,0.11,4.31,89.33,3,18,0
TXN_00000330,0.33,15,2,Grocery,159.55,0.77,8.67,1.0,27.9,2,21,0
TXN_00000331,24.18,12,2,Grocery,19.02,0.45,3.61,10.19,94.47,3,13,0
TXN_00000332,12.64,19,3,Restaurant,69.06,1.2,20.19,9.36,23.67,2,14,0
TXN_00000333,7.26,23,3,Grocery,5.48,1.75,0.95,3.31,13.33,2,27,0
TXN_00000334,15.07,14,4,Online,20.62,6.11,2.08,4.17,23.6,1,15,0
TXN_00000335,0.98,17,4,Travel,14.0,2.99,26.01,3.24,38.88,1,21,0
TXN_00000336,4.95,18,6,Travel,169.99,2.93,3.87,2.24,68.78,2,10,0
TXN_00000337,2.73,6,2,Gas,19.34,1.07,3.7,11.06,41.11,4,23,0
TXN_00000338,74.51,1,3,Grocery,92.14,0.15,18.57,1.85,21.76,2,16,0
TXN_00000339,25.2,12,3,Grocery,17.11,1.36,2.4,1.59,70.4,2,24,0
TXN_00000340,12.85,15,3,Online,97.71,9.32,4.46,3.49,31.28,1,18,0
TXN_00000341,1.5,14,2,Travel,84.67,20.65,24.05,5.73,5.26,2,19,0
TXN_00000342,14.25,12,3,Online,9.57,3.96,12.53,1.76,2.71,3,22,0
TXN_00000343,1.57,6,0,Travel,61.49,0.56,14.96,4.95,76.78,3,22,0
TXN_00000344,5.44,4,2,Gas,17.31,3.94,1.43,3.53,79.5,1,20,0
TXN_00000345,15.93,4,3,Travel,88.07,4.92,0.78,0.36,4.93,1,17,0
TXN_00000346,5.77,20,1,Online,16.09,5.1,4.17,18.19,26.36,2,23,0
TXN_00000347,18.28,6,3,Entertainment,3.38,8.63,10.39,3.13,12.83,4,18,0
TXN_00000348,30.94,8,4,Restaurant,18.67,3.73,0.68,10.79,36.01,5,17,0
TXN_00000349,11.39,15,6,Restaurant,101.89,11.07,5.96,1.84,7.7,4,26,0
TXN_00000350,23.62,6,5,Grocery,92.81,2.88,4.19,2.37,9.14,3,15,0
TXN_00000351,27.56,15,2,Grocery,11.34,31.94,7.79,1.0,99.48,5,17,0
TXN_00000352,13.86,8,3,Grocery,5.58,8.38,8.65,2.89,78.15,2,23,0
TXN_00000353,19.39,0,1,Gas,1.68,15.39,2.36,4.67,77.46,2,20,0
TXN_00000354,2.76,23,3,Grocery,57.51,4.5,14.06,1.11,44.8,3,18,0
TXN_00000355,27.4,6,3,Grocery,113.08,0.55,10.69,7.13,16.87,5,17,0
TXN_00000356,7.38,15,3,Grocery,51.56,1.1,1.03,0.55,92.37,5,22,0
TXN_00000357,18.41,20,1,Restaurant,7.58,2.77,4.18,0.61,0.68,3,26,0
TXN_00000358,9.43,18,0,Gas,12.28,0.41,8.52,0.31,44.93,6,18,0
TXN_00000359,58.87,14,1,Restaurant,7.9,8.66,2.68,3.17,40.52,2,27,0
TXN_00000360,5.35,15,1,Restaurant,168.27,12.37,6.99,4.76,13.57,3,13,0
TXN_00000361,4.43,8,5,Entertainment,49.67,2.69,1.82,12.84,82.08,1,11,0
TXN_00000362,9.96,1,5,Grocery,47.23,20.59,4.48,4.19,50.0,2,26,0
TXN_00000363,1.2,16,4,Gas,46.36,4.97,5.4,0.47,9.36,0,26,0
TXN_00000364,13.22,10,1,Grocery,160.63,9.54,19.94,1.57,76.24,1,19,0
TXN_00000365,1.08,6,1,Grocery,105.18,1.57,40.32,1.45,17.79,2,21,0
TXN_00000366,13.99,0,0,Grocery,121.37,6.05,7.08,1.75,13.07,3,21,0
TXN_00000367,8.96,16,2,Grocery,123.16,2.04,30.42,2.28,63.15,2,13,0
TXN_00000368,6.18,9,1,Gas,130.58,6.2,5.43,2.18,8.42,4,32,0
TXN_00000369,6.92,2,3,Online,74.99,5.6,9.53,6.69,7.86,3,23,0
TXN_00000370,9.54,2,4,Grocery,60.6,1.78,3.13,18.61,85.81,4,14,0
TXN_00000371,26.48,22,3,Grocery,92.95,0.75,7.34,0.11,8.07,3,25,0
TXN_00000372,16.92,21,2,Gas,167.52,1.6,5.1,12.2,53.65,3,18,0
TXN_00000373,2.6,19,5,Grocery,57.67,3.5,14.49,1.99,14.94,4,12,0
TXN_00000374,25.52,14,1,Grocery,66.41,10.07,7.36,3.32,81.5,2,24,0
TXN_00000375,15.0,8,6,Grocery,47.88,16.2,23.32,3.58,9.66,4,19,0
TXN_00000376,10.51,15,0,Travel,43.53,0.41,2.13,1.93,36.15,4,24,0
TXN_00000377,3.62,6,1,Restaurant,136.32,6.47,24.98,7.17,60.46,4,24,0
TXN_00000378,21.83,16,5,Restaurant,22.05,2.96,33.67,1.42,25.82,3,23,0
TXN_00000379,1.17,19,3,Gas,41.48,1.15,13.55,0.16,85.25,3,14,0
TXN_00000380,11.3,3,2,Travel,39.35,1.57,12.12,3.23,98.91,2,14,0
TXN_00000381,16.27,16,2,Restaurant,17.84,0.82,3.35,1.41,75.63,1,19,0
TXN_00000382,4.6,18,4,Travel,76.43,0.92,7.18,2.0,62.51,3,11,0
TXN_00000383,8.63,20,2,Entertainment,54.78,3.4,25.66,0.05,72.99,2,16,0
TXN_00000384,6.42,17,1,Online,35.87,3.74,8.25,0.56,19.77,2,24,0
TXN_00000385,14.6,17,0,Grocery,11.1,44.0,0.02,3.05,14.12,4,27,0
TXN_00000386,11.75,2,0,Gas,77.78,5.73,21.96,3.54,24.35,2,20,0
TXN_00000387,31.59,4,1,Online,10.56,2.28,1.12,2.97,12.14,6,18,0
TXN_00000388,83.55,10,1,Grocery,12.49,6.53,6.94,1.61,16.92,1,13,0
TXN_00000389,3.42,22,6,Gas,6.14,2.46,0.38,7.49,67.31,4,19,0
TXN_00000390,28.96,21,2,Travel,55.56,5.46,6.03,5.42,96.16,7,18,0
TXN_00000391,8.63,4,2,Restaurant,4.45,1.8,13.65,10.01,71.79,5,15,0
TXN_00000392,44.9,7,1,Travel,33.07,6.52,3.8,1.26,19.45,2,22,0
TXN_00000393,17.78,0,2,Gas,29.2,5.52,3.79,3.44,87.15,3,19,0
TXN_00000394,18.52,7,6,Restaurant,5.56,5.57,10.09,4.92,82.52,5,24,0
TXN_00000395,16.03,7,4,Travel,18.64,1.17,18.87,7.09,54.16,4,21,0
TXN_00000396,105.83,15,3,Restaurant,147.6,0.28,1.12,0.57,69.02,6,19,0
TXN_00000397,15.73,0,0,Entertainment,16.28,3.45,4.0,1.74,85.7,4,26,0
TXN_00000398,37.64,5,5,Gas,11.1,2.77,4.87,7.41,76.19,3,17,0
TXN_00000399,7.63,4,0,Online,15.62,4.47,12.78,8.5,88.16,4,14,0
TXN_00000400,38.38,21,6,Entertainment,33.1,0.33,8.02,5.52,99.68,3,21,0
TXN_00000401,198.27,1,1,Restaurant,107.36,14.8,6.67,3.64,85.2,4,19,0
TXN_00000402,3.54,14,2,Restaurant,6.78,4.49,6.59,2.92,1.0,3,19,0
TXN_00000403,12.88,9,4,Grocery,24.61,2.93,22.19,1.59,14.52,5,22,0
TXN_00000404,8.13,12,0,Online,93.38,8.02,7.1,0.8,84.53,3,16,0
TXN_00000405,14.38,6,1,Entertainment,1.26,9.02,4.55,5.53,55.46,2,12,0
TXN_00000406,186.98,10,6,Grocery,81.73,17.11,3.13,2.05,8.61,2,19,0
TXN_00000407,4.38,4,6,Grocery,71.57,6.24,4.56,0.16,75.49,3,21,0
TXN_00000408,1.03,5,0,Gas,41.29,0.03,0.82,6.39,7.79,4,23,0
TXN_00000409,45.11,13,0,Online,16.91,1.44,4.4,0.59,69.51,4,19,0
TXN_00000410,0.55,19,3,Grocery,85.35,11.49,15.23,0.65,8.67,1,22,0
TXN_00000411,144.7,23,6,Gas,11.21,1.82,7.43,3.17,77.95,3,18,0
TXN_00000412,17.63,3,4,Restaurant,20.62,11.87,8.85,0.27,44.98,5,22,0
TXN_00000413,145.75,14,2,Gas,9.82,1.37,5.41,0.87,32.06,1,21,0
TXN_00000414,7.03,19,0,Travel,25.09,7.87,3.27,3.12,87.33,0,25,0
TXN_00000415,9.48,23,5,Travel,2.22,1.51,20.86,4.19,1.76,3,22,0
TXN_00000416,41.77,9,5,Restaurant,67.52,5.42,4.39,4.96,29.47,3,19,0
TXN_00000417,25.02,19,0,Restaurant,116.79,0.52,2.64,3.7,82.37,2,19,0
TXN_00000418,17.64,0,4,Grocery,42.79,7.72,0.17,2.39,85.78,1,15,0
TXN_00000419,21.89,12,3,Grocery,139.39,0.94,1.2,2.53,86.18,3,17,0
TXN_00000420,16.57,22,4,Entertainment,16.9,1.65,1.74,0.54,28.52,5,14,0
TXN_00000421,51.01,21,5,Online,8.53,0.08,3.75,2.66,13.83,3,19,0
TXN_00000422,56.26,13,4,Gas,25.41,1.91,6.3,1.01,96.16,1,20,0
TXN_00000423,15.45,9,4,Restaurant,77.65,8.52,31.68,5.22,56.48,1,24,0
TXN_00000424,20.45,3,4,Gas,36.73,18.49,33.75,0.73,81.11,1,22,0
TXN_00000425,29.6,12,5,Gas,136.79,2.26,4.95,0.34,67.04,5,18,0
TXN_00000426,43.69,3,1,Gas,24.4,5.85,9.22,0.34,50.82,4,16,0
TXN_00000427,8.54,12,5,Gas,8.26,1.53,5.58,3.96,33.63,2,15,0
TXN_00000428,5.69,4,1,Gas,143.41,13.42,2.32,1.33,14.94,5,19,0
TXN_00000429,3.47,7,5,Restaurant,15.23,0.27,2.63,4.86,85.15,3,16,0
TXN_00000430,15.77,19,3,Gas,136.22,0.25,2.36,2.5,61.56,0,19,0
TXN_00000431,30.57,15,3,Gas,4.91,2.79,1.38,8.85,47.52,3,22,0
TXN_00000432,7.78,0,1,Travel,1.02,6.99,6.42,1.78,0.71,6,19,0
TXN_00000433,6.68,17,2,Grocery,92.43,2.25,10.8,1.91,19.89,1,19,0
TXN_00000434,29.44,19,5,Online,92.43,1.81,5.61,1.91,15.74,0,30,0
TXN_00000435,13.12,2,0,Travel,43.34,5.5,24.26,1.27,62.15,0,24,0
TXN_00000436,5.46,14,4,Online,16.4,1.06,7.02,6.02,24.13,1,23,0
TXN_00000437,4.77,17,6,Online,46.29,3.4,0.41,12.47,38.35,2,21,0
TXN_00000438,7.86,10,3,Restaurant,54.48,7.66,5.02,3.12,15.06,3,16,0
TXN_00000439,1.64,4,4,Travel,33.06,3.37,1.28,4.87,24.7,6,21,0
TXN_00000440,3.76,9,0,Restaurant,3.87,3.5,2.02,2.56,63.74,4,20,0
TXN_00000441,1.16,12,5,Restaurant,18.54,0.45,0.95,7.7,68.93,1,21,0
TXN_00000442,2.15,14,3,Grocery,1.43,1.4,21.33,1.61,72.03,3,27,0
TXN_00000443,27.78,9,3,Grocery,74.11,3.39,15.34,2.63,8.24,2,15,0
TXN_00000444,11.47,7,6,Online,100.82,4.92,11.06,0.4,94.58,2,28,0
TXN_00000445,2.72,5,5,Grocery,18.28,5.33,2.73,0.99,82.05,4,23,0
TXN_00000446,79.51,22,3,Grocery,70.58,1.61,23.53,5.11,34.63,2,19,0
TXN_00000447,65.17,3,3,Online,73.75,1.29,25.54,2.69,37.99,4,15,0
TXN_00000448,1.57,8,3,Online,50.52,10.4,0.86,7.4,29.33,7,25,0
TXN_00000449,9.02,10,0,Grocery,0.57,3.98,36.27,1.73,54.08,5,21,0
TXN_00000450,8.07,9,5,Restaurant,101.55,5.42,5.69,5.13,90.56,2,26,0
TXN_00000451,1.0,0,6,Travel,49.5,2.51,2.93,12.07,98.3,5,23,0
TXN_00000452,37.61,17,6,Grocery,6.58,0.8,0.3,0.22,65.99,4,20,0
TXN_00000453,10.43,16,2,Travel,40.46,2.09,32.67,2.38,6.43,7,17,0
TXN_00000454,34.6,11,3,Gas,25.74,0.82,5.83,4.42,26.4,0,21,0
TXN_00000455,3.72,23,6,Grocery,46.79,2.58,2.33,5.04,74.28,2,21,0
TXN_00000456,2.78,2,4,Grocery,15.63,5.31,7.63,8.65,39.63,3,19,0
TXN_00000457,5.36,15,2,Gas,2.16,3.43,7.86,0.55,76.05,6,25,0
TXN_00000458,2.59,20,5,Travel,56.07,5.02,1.05,2.78,12.1,1,19,0
TXN_00000459,18.07,7,5,Online,43.35,4.82,3.33,6.76,2.42,2,15,0
TXN_00000460,3.24,20,0,Grocery,58.66,4.25,5.18,1.36,21.68,4,19,0
TXN_00000461,32.61,18,3,Restaurant,18.17,1.0,0.9,3.76,19.62,4,13,0
TXN_00000462,8.15,9,3,Grocery,11.81,0.12,22.71,0.71,22.75,1,22,0
TXN_00000463,1.42,17,6,Gas,61.54,4.08,2.96,3.16,11.63,3,21,0
TXN_00000464,0.8,21,5,Travel,22.97,2.34,4.84,5.44,65.08,3,26,0
TXN_00000465,8.0,0,6,Restaurant,0.64,10.26,5.92,1.26,13.82,4,31,0
TXN_00000466,4.17,23,5,Grocery,11.96,4.63,7.0,6.05,95.27,4,16,0
TXN_00000467,22.85,21,6,Restaurant,10.29,1.27,6.81,9.78,76.96,5,23,0
TXN_00000468,27.68,23,1,Grocery,93.53,2.79,3.18,1.45,83.59,2,8,0
TXN_00000469,35.27,9,1,Grocery,103.93,7.39,5.41,4.14,96.13,4,21,0
TXN_00000470,2.44,16,5,Restaurant,37.6,8.32,13.3,3.27,11.34,4,25,0
TXN_00000471,9.39,19,5,Grocery,68.58,0.04,1.85,2.61,71.44,4,14,0
TXN_00000472,19.45,7,3,Gas,144.12,0.25,18.98,18.08,88.69,4,15,0
TXN_00000473,49.49,0,6,Online,94.08,7.38,21.28,4.92,60.25,4,22,0
TXN_00000474,2.97,12,5,Restaurant,36.02,5.26,22.04,1.74,90.12,5,22,0
TXN_00000475,15.98,9,5,Gas,28.84,1.52,1.8,3.51,51.46,2,12,0
TXN_00000476,32.6,10,4,Online,55.34,3.24,10.28,0.12,62.15,3,22,0
TXN_00000477,32.48,14,4,Grocery,19.45,18.31,42.92,2.16,93.43,2,28,0
TXN_00000478,12.1,2,6,Grocery,9.28,4.85,12.69,2.53,73.84,3,19,0
TXN_00000479,95.42,3,5,Online,5.27,0.17,8.22,3.56,79.58,1,20,0
TXN_00000480,1.59,20,1,Restaurant,2.85,0.78,11.88,0.46,63.98,1,15,0
TXN_00000481,6.82,5,5,Gas,135.66,3.91,7.5,0.46,0.08,2,27,0
TXN_00000482,3.13,7,3,Online,17.92,3.11,9.15,0.56,74.16,2,23,0
TXN_00000483,18.54,0,3,Restaurant,162.7,4.61,8.2,0.04,8.09,8,20,0
TXN_00000484,30.03,15,5,Restaurant,69.23,2.88,26.98,3.0,28.83,3,25,0
TXN_00000485,4.59,0,3,Grocery,154.66,4.63,27.17,0.68,14.69,3,24,0
TXN_00000486,12.82,12,0,Online,13.67,2.68,9.55,1.97,45.95,4,20,0
TXN_00000487,1.68,20,5,Travel,10.18,2.87,4.98,1.56,12.55,1,20,0
TXN_00000488,38.74,21,5,Restaurant,28.95,0.35,6.25,5.16,61.45,2,23,0
TXN_00000489,8.44,18,1,Gas,26.43,1.32,1.47,0.66,5.53,1,22,0
TXN_00000490,2.67,11,2,Grocery,91.38,0.16,28.16,6.68,53.55,4,21,0
TXN_00000491,2.35,12,0,Grocery,25.05,1.9,5.11,0.49,50.36,6,26,0
TXN_00000492,7.04,18,4,Gas,106.28,2.66,7.71,0.15,0.23,2,14,0
TXN_00000493,56.9,11,5,Grocery,18.99,1.89,10.04,0.34,62.85,1,23,0
TXN_00000494,8.39,5,1,Entertainment,109.84,0.25,8.28,3.13,20.95,6,15,0
TXN_00000495,4.62,2,0,Travel,105.98,41.3,2.8,4.32,58.65,3,16,0
TXN_00000496,2.85,2,6,Travel,70.83,6.58,12.35,0.67,21.1,4,19,0
TXN_00000497,13.04,8,5,Travel,46.9,4.1,32.47,2.96,25.96,3,13,0
TXN_00000498,11.22,19,0,Online,29.73,5.06,2.5,3.39,77.22,6,19,0
TXN_00000499,12.61,4,2,Online,86.2,0.31,9.44,1.43,79.39,6,19,0
TXN_00000500,30.84,14,5,Grocery,31.9,6.21,5.78,0.36,70.59,4,22,0
TXN_00000501,25.57,22,2,Gas,25.27,13.91,1.66,0.03,23.81,2,14,0
TXN_00000502,91.57,22,0,Restaurant,133.7,15.13,4.49,4.51,73.88,5,16,0
TXN_00000503,19.74,5,1,Gas,122.35,2.63,13.79,0.36,24.76,7,22,0
TXN_00000504,3.8,21,1,Grocery,65.67,1.39,1.88,2.26,29.0,2,17,0
TXN_00000505,96.84,3,6,Online,46.9,17.69,4.68,3.43,6.35,4,23,0
TXN_00000506,8.05,16,2,Online,22.78,1.38,11.15,0.66,89.57,2,26,0
TXN_00000507,5.37,20,4,Gas,64.0,13.88,0.96,0.06,80.57,3,16,0
TXN_00000508,7.97,5,3,Grocery,101.36,1.75,0.02,0.76,34.04,3,18,0
TXN_00000509,8.58,16,6,Grocery,13.12,2.16,14.18,2.62,68.9,2,28,0
TXN_00000510,26.01,4,4,Gas,103.95,8.33,39.63,7.83,89.81,2,24,0
TXN_00000511,10.91,2,2,Grocery,43.57,18.54,14.33,1.65,0.45,3,19,0
TXN_00000512,54.41,3,4,Gas,57.65,2.23,11.02,0.12,39.08,4,15,0
TXN_00000513,34.52,20,2,Grocery,71.02,0.11,16.98,0.04,65.71,4,12,0
TXN_00000514,0.48,3,3,Gas,1.34,2.04,37.31,6.2,32.94,3,12,0
TXN_00000515,18.31,17,4,Grocery,36.79,9.05,17.73,9.38,69.83,1,20,0
TXN_00000516,69.99,14,4,Entertainment,71.0,7.89,9.58,12.79,64.0,4,15,0
TXN_00000517,21.55,6,3,Gas,39.21,6.22,2.37,3.35,70.43,3,19,0
TXN_00000518,4.57,17,1,Gas,46.82,4.29,1.79,0.4,2.67,0,26,0
TXN_00000519,6.42,11,2,Grocery,28.66,16.39,17.97,2.02,76.26,7,23,0
TXN_00000520,1.06,16,5,Online,43.46,2.46,1.87,0.77,57.55,2,22,0
TXN_00000521,2.74,21,5,Gas,45.2,0.47,9.31,0.28,95.92,7,28,0
TXN_00000522,9.09,6,3,Grocery,0.08,3.7,4.22,17.56,77.24,4,23,0
TXN_00000523,47.01,14,1,Online,15.62,5.99,0.02,6.16,3.04,1,17,0
TXN_00000524,52.85,13,3,Restaurant,3.73,6.88,0.55,2.35,26.01,3,16,0
TXN_00000525,4.17,23,6,Online,125.06,12.14,13.43,0.66,84.34,4,13,0
TXN_00000526,16.66,15,3,Restaurant,36.97,7.62,1.69,1.49,49.0,1,17,0
TXN_00000527,21.69,6,3,Grocery,136.1,0.45,16.06,6.87,94.11,3,14,0
TXN_00000528,27.86,11,3,Restaurant,58.7,7.73,1.24,1.34,96.82,4,14,0
TXN_00000529,15.04,17,6,Gas,8.88,3.36,15.79,3.25,10.78,4,33,0
TXN_00000530,8.41,8,2,Grocery,156.03,6.62,10.84,5.09,12.76,6,18,0
TXN_00000531,8.18,13,5,Restaurant,22.05,1.7,2.97,3.27,41.94,4,20,0
TXN_00000532,2.65,8,0,Grocery,16.47,36.44,3.12,1.2,65.93,2,17,0
TXN_00000533,9.37,16,3,Travel,71.94,3.6,11.11,5.64,0.95,5,20,0
TXN_00000534,11.72,20,1,Gas,26.21,5.82,2.88,3.07,87.75,3,31,0
TXN_00000535,12.68,13,5,Entertainment,9.92,3.49,18.87,0.06,60.45,3,22,0
TXN_00000536,23.22,12,5,Gas,46.64,4.63,17.55,1.66,27.54,3,13,0
TXN_00000537,23.66,20,3,Gas,12.92,4.38,4.64,1.79,53.72,1,26,0
TXN_00000538,133.01,20,1,Online,9.77,1.45,16.65,8.82,13.59,2,18,0
TXN_00000539,110.02,16,1,Grocery,0.46,8.26,1.94,2.8,33.69,2,16,0
TXN_00000540,228.03,9,4,Entertainment,44.52,3.19,8.52,7.89,82.84,2,20,0
TXN_00000541,20.58,21,4,Online,81.99,1.71,10.91,1.67,88.91,5,24,0
TXN_00000542,74.42,11,2,Grocery,53.55,2.76,1.66,4.93,51.02,4,19,0
TXN_00000543,46.87,22,6,Grocery,66.23,0.16,9.61,4.29,48.07,6,16,0
TXN_00000544,37.95,21,1,Grocery,81.51,7.85,1.36,1.53,17.02,2,19,0
TXN_00000545,13.01,15,2,Grocery,74.11,2.07,1.54,5.85,30.89,5,11,0
TXN_00000546,12.19,19,3,Gas,8.59,7.23,6.79,1.24,14.69,3,20,0
TXN_00000547,7.22,12,5,Grocery,1.86,4.84,3.49,0.27,75.94,2,22,0
TXN_00000548,9.11,7,4,Gas,38.21,9.22,8.76,0.19,65.54,0,24,0
TXN_00000549,3.43,20,6,Online,21.72,1.78,8.21,0.03,8.27,1,22,0
TXN_00000550,14.12,21,1,Gas,46.82,0.55,6.06,0.82,83.56,5,23,0
TXN_00000551,11.97,11,6,Grocery,129.28,0.6,1.0,1.21,37.36,3,17,0
TXN_00000552,5.71,5,4,Grocery,89.13,19.68,6.81,0.03,14.0,2,29,0
TXN_00000553,8.52,3,2,Restaurant,49.28,5.08,9.91,2.42,98.64,4,20,0
TXN_00000554,20.83,16,1,Restaurant,63.91,0.03,8.98,5.64,35.69,1,23,0
TXN_00000555,40.01,17,3,Grocery,112.0,2.47,3.76,1.86,39.01,6,21,0
TXN_00000556,1.23,22,4,Gas,51.77,9.54,9.4,5.76,26.46,2,21,0
TXN_00000557,30.68,22,6,Gas,39.87,5.67,9.36,1.5,26.53,4,17,0
TXN_00000558,23.82,9,5,Online,44.3,1.45,2.28,1.25,47.66,2,36,0
TXN_00000559,10.1,4,1,Grocery,58.51,9.56,8.19,2.28,40.23,1,19,0
TXN_00000560,13.78,13,0,Grocery,102.61,3.32,3.65,2.19,38.2,3,18,0
TXN_00000561,8.52,18,2,Gas,63.57,0.57,18.72,3.99,21.17,1,19,0
TXN_00000562,12.52,20,5,Online,39.61,0.21,3.78,2.57,95.06,2,16,0
TXN_00000563,25.79,23,6,Gas,35.1,3.12,2.92,2.11,3.05,3,20,0
TXN_00000564,41.61,15,0,Online,68.87,2.91,13.23,2.94,85.4,1,18,0
TXN_00000565,34.01,21,6,Travel,6.38,3.0,24.18,5.05,51.97,3,15,0
TXN_00000566,8.6,16,5,Grocery,60.93,8.12,2.73,0.13,62.39,4,19,0
TXN_00000567,0.42,12,4,Travel,63.5,4.4,11.69,8.4,25.0,4,24,0
TXN_00000568,211.63,17,0,Grocery,9.33,5.01,5.45,2.13,6.3,5,17,0
TXN_00000569,33.43,4,5,Grocery,40.7,0.57,27.08,1.22,21.9,3,14,0
TXN_00000570,41.13,10,0,Restaurant,136.4,0.04,0.49,0.64,16.73,4,25,0
TXN_00000571,177.33,9,5,Online,4.9,6.71,32.17,3.4,57.06,5,20,0
TXN_00000572,10.21,2,1,Grocery,19.98,3.85,24.17,5.62,12.75,2,17,0
TXN_00000573,5.54,10,3,Travel,24.22,6.67,6.46,0.39,92.79,3,13,0
TXN_00000574,45.05,11,6,Online,33.92,12.32,6.72,1.79,19.94,1,22,0
TXN_00000575,44.12,14,5,Online,22.08,22.79,3.05,0.88,77.23,2,17,0
TXN_00000576,2.45,4,1,Entertainment,111.87,3.6,17.45,5.08,93.48,7,21,0
TXN_00000577,34.58,5,4,Travel,5.18,1.54,6.83,5.62,50.52,2,23,0
TXN_00000578,59.7,3,1,Gas,40.51,0.53,16.35,1.39,64.85,4,24,0
TXN_00000579,3.87,5,1,Restaurant,72.58,2.91,12.6,1.47,21.13,5,25,0
TXN_00000580,24.21,15,2,Restaurant,97.0,0.6,4.27,6.27,20.17,3,25,0
TXN_00000581,19.62,5,2,Grocery,3.6,8.11,16.56,0.84,61.52,3,24,0
TXN_00000582,7.76,18,2,Grocery,17.88,4.31,4.72,2.3,87.66,6,23,0
TXN_00000583,28.2,21,6,Gas,1.14,5.81,3.48,2.46,30.09,2,20,0
TXN_00000584,49.13,11,4,Grocery,31.54,0.37,9.12,0.92,52.76,6,17,0
TXN_00000585,31.15,19,4,Online,10.47,6.04,3.43,1.06,29.63,2,23,0
TXN_00000586,55.23,13,1,Grocery,8.18,7.87,21.85,1.0,43.8,1,22,0
TXN_00000587,140.48,16,1,Grocery,54.2,2.97,5.92,1.84,25.87,4,23,0
TXN_00000588,6.23,10,4,Grocery,17.21,4.76,16.31,6.89,62.38,0,15,0
TXN_00000589,8.38,3,1,Grocery,21.42,0.99,10.41,1.87,49.53,3,23,0
TXN_00000590,4.29,16,5,Restaurant,17.0,0.87,7.86,2.28,7.59,3,23,0
TXN_00000591,11.11,9,6,Entertainment,89.26,1.67,4.52,1.87,97.89,2,32,0
TXN_00000592,13.09,2,0,Restaurant,46.13,0.37,0.72,0.71,29.03,2,18,0
TXN_00000593,8.77,11,2,Grocery,146.18,6.61,10.15,3.11,82.67,2,21,0
